id,SMILES,Tg,FFV,Tc,Density,Rg
32586958,C/N=C(\N)C(N)=C(NC)NC,,0.29714034,,,
34026248,CNc1ccc(Cc2ccc(NC(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C(C)=O)cc4)cc3)cc2)cc1,307.0,0.36719294,,,
34042817,CCCCCCCOC(=O)c1cccc(C(=O)OC)c1,5.5,0.34938247,,,
34234994,Cc1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(Oc4ccc(C(c5ccc(Oc6ccc(NC(=O)c7cccc(N8C(=O)c9ccc(C(C)(C(F)(F)F)C(F)(F)F)cc9C8=O)c7)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)c1)C2=O,266.0,0.36162895,,,
34546505,COc1cccc(Oc2ccc(C(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C(=O)c5ccc(C)cc5)cc4)cc3)cc2)c1,201.0,0.37794539,,,
35288312,Cc1ccc(C=Nc2ccc(C(c3ccccc3)c3ccc(N=Cc4ccc(-c5ccc(C)s5)cc4)cc3)cc2)cc1,,0.40126347,,,
35380876,Cc1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Oc7ccc(-c8nc9cc%10sc(C)nc%10cc9s8)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,400.0,0.422749,,,
35399593,CN=P(C)(Oc1ccc(C)cc1)Oc1ccc(C)cc1,5.0,0.39264145,,,
35822036,CCC1(C)CC(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(C)C5=O)cc3C2=O)CC(C)(C)C1,266.0,0.36993749,,,
36217683,CCCCCCOc1cc(-c2nc3cc4sc(C)nc4cc3s2)c(OCCCCCC)cc1C,168.5263131,,,,
36780446,CCCCc1cc(OC)cc(OC(=O)c2cccc(C(C)=O)c2)c1,97.5,0.36080704,,,
37511814,CCCCCc1ccc(-c2cc3c4ccc(NC)cc4c4ccccc4c3c(-c3ccc(CCCCC)cc3)c2NC)cc1,,0.36461838,,,
37571918,CNc1cc2ccc3ccc4c(NC)cc5ccc6ccc1c1c6c5c4c3c21,,0.33562005,,,
37623475,CNc1ccc(-c2ccc(NC)c(-c3cccc(C)c3)c2-c2cccc(C)c2)cc1,,0.37320004,,,
37727451,CC(=O)Nc1ccc(C)cc1N1C(=O)CC(N2C(=O)c3ccc(C)cc3C2=O)C1=O,237.0,0.34915334,,,
38112797,CNc1cc(C2CCCCC2)c2ccc3c(NC)c(-c4ccccc4)c(C4CCCCC4)c4c(-c5ccccc5)cc1c2c34,,0.39389056,,,
38228922,CC(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cc(-c5nc6cc(C)ccc6[nH]5)cc(N5C(=O)c6ccccc6C5=O)c4)nc3c2)n1,312.0,0.36599842,,,
38242048,C/C(F)=C(\F)C(F)(C(C)(F)F)C(F)(F)F,-3.0,,0.102,,
39109326,CCCN(CCOC(=O)NCC1(C)CC(NC(=O)OC)CC(C)(C)C1)c1ccc(N=Nc2ccc(P(=O)(c3ccccc3)c3ccccc3)cc2)cc1,,0.36633956,,,
40088405,Cc1ccc(C(c2ccccc2)c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)cc2)cc1,305.0,0.39645555,,,
40146140,CC(=O)Nc1cc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(-c4nc5ccccc5o4)cc(N4C(=O)c5ccc(C)cc5C4=O)c2)C3=O)cc(-c2nc3ccccc3[nH]2)c1,371.0,0.37477933,,,
40417262,CNc1ccc(Oc2cccc(NC)c2)cc1,,0.33227609,,,
40655089,CC(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(S(=O)(=O)c8ccc(Oc9ccc(N%10C(=O)c%11ccc(C)cc%11C%10=O)cc9)cc8)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,267.0,0.36114325,,,
40953121,CC(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6ccc(C)c(N8C(=O)c9ccc(C)cc9C8=O)c6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,315.0,0.37070669,,,
41386383,CCCCCCC(C)CCCCCC,-76.0,0.40628619,,0.797183169,16.82724961
41421570,Cc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(Oc6ccc(N7C(=O)c8ccc(C(C)(C(F)(F)F)C(F)(F)F)cc8C7=O)cc6)cc5)n4)cc3)cc1)C2=O,226.9,0.36563224,,,
41644742,COc1ccc(OC(=O)c2cc(OCCCCOCC3CCCN3c3ccc([N+](=O)[O-])cc3)c(C(C)=O)cc2OCCCCOCC2CCCN2c2ccc([N+](=O)[O-])cc2)cc1,68.0,0.34909461,,,
41684723,CCCCCCOc1cc(-c2ccc(OC(=O)c3ccc(C(C)=O)cc3)cc2)c(OCCCCCC)cc1-c1ccc(OC)cc1,81.55306128,,,,
41977066,CCC(C)(C)C(=O)NC(=O)Oc1c(Br)cc(S(=O)(=O)c2cc(Br)c(O)c(Br)c2)cc1Br,116.0,0.37549639,0.109,,
42779237,Cc1cccc(OCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc(C)s3)c2)c1,35.51374296,,,,
43489811,CCCCNC(=O)c1ccc(C(=O)NCCCOC)cc1,72.0,0.32981777,,,
43517583,CCC(C)c1ccc(C)c(C)c1,111.0,,0.1905,,
44130721,COc1ccc(OC(=O)c2cccc(Sc3ccc(OC(=O)c4ccc(C(=O)Oc5ccc(Sc6cccc(C(C)=O)c6)cc5)cc4)cc3)c2)cc1C,106.5,0.35931108,,,
44332410,CCCCCCCC(C)CC,-47.0,0.40501273,0.2669999999999999,0.7966448,10.79657738
45108843,CO[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](C)(C)CCC(F)(F)F,-11.0,0.36246435,,,
45704443,COc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccc(C(c5ccc(C(=O)c6ccc(C)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2)cc1,181.0,0.3798743,,,
45818224,COC(F)(F)C(F)(F)C(C)(F)F,-109.0,0.2987695,0.112134181,1.851480396,21.34122545
45908417,CC(=O)c1cccc(C(=O)N(C)c2ccccc2)c1,148.0,0.38456711,,,
46067784,CCCCn1c2ccccc2c2cc(COC(=O)C(C)(C)CC)ccc21,87.0,0.3630391,,,
46369100,CNc1ccccc1C(C)(c1ccccc1N)c1ccccc1NC,,0.35719832,,,
46473006,CC=CC1CC(C)C(C#N)(CCC)C1,,0.39981874,,,
46656995,CCC(C)CCCN(CC(C)C)CC(C)C,,,0.201,0.817146131,9.7283551
47046176,Cc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7cccc(Oc8ccc9c(c8)C(=O)N(C)C9=O)c7)cc6C5=O)cc4)cc3)cc2)cc1,201.0,0.36207286,,,
48005195,CC=Nc1cccc(N=Cc2ccc(Sc3ccc(C)o3)o2)c1,122.5813993,,,,
48202315,Cc1ccc(Oc2ccc(Oc3ccc(P(=O)(c4ccccc4)c4ccc(Oc5ccc(Oc6ccc(-c7nc8cc9sc(C)nc9cc8s7)cc6)cc5)cc4)cc3)cc2)cc1,255.0,0.40182864,,,
48308812,CCCCCCCNC(=O)C(=O)NC,250.0,0.3220757,,,
48554956,Cc1ccc(NC=Nc2ccc(S(C)(=O)=O)cc2)cc1,,0.39082082,,,
48717962,CNc1ccc([C@](C)(c2ccccc2)c2cccc(NC)c2)cc1,,0.35081859,,,
49062920,CCCOCCOCCOC(=O)c1cc(N=Nc2ccc(OCC)cc2)ccc1-c1ccc(N=Nc2ccc(OCC)cc2)cc1C(=O)OC,,0.36389929,,,
49325830,CC(=O)c1ccc2c(c1)C(=O)N(c1ccc3c(c1)Cc1cc(N4C(=O)c5ccc(C)cc5C4=O)ccc1-3)C2=O,341.5,0.38603498,0.3325687,1.231381223,29.02493893
49367014,COc1cccc(C(=O)c2ccc(C)cc2)c1,137.0,0.36502137,,,
49737348,CCn1c2ccc(C)cc2c2cc(C)ccc21,206.6525359,,,,
49886836,COc1ccc(C2(c3ccc(Oc4c(F)c(F)c(C(=O)c5c(F)c(F)c(C)c(F)c5F)c(F)c4F)cc3)c3ccccc3-c3ccccc32)cc1,223.0,0.39033829,,,
50053709,CC(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(C)cc6C5=O)cc4C(F)(F)F)cc3)c1)C2=O,242.0,0.37058659,,,
50438012,CCCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCCNC(=O)c2ccc(C(=O)OC)cc2)cc1,,,0.315,,
51223278,CC(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3cccc(N5C(=O)c6ccc(C)cc6C5=O)c3)C4=O)cc2)cc1,225.0,0.3563254,,,
51367162,CC(=O)c1ccc2c(c1)C(=O)N(C1CCC(CC3CCC(N4C(=O)c5ccc(C)cc5C4=O)C(C)C3)CC1C)C2=O,240.0,0.38365388,,,
51939851,Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5nnc(C)n5-c5ccccc5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,203.0,0.38673273,,,
51976096,CCCCCCCCOC(=O)C(Cc1ccc(OC)cc1)NC(=O)Cc1ccc(OC(=O)CC(C)CCC(C)=O)cc1,30.0,0.35062977,,,
52181246,C=C=C=C(COS(=O)(=O)c1ccc(OC)cc1)C(=C)COS(=O)(=O)c1ccc(OC)cc1,55.30555285,,,,
52357313,Cc1ccc(-c2ccc(C(C)(c3ccccc3)C(F)(F)F)cc2)cc1,,,0.233,1.06572076,19.28801766
52649125,COc1ccc(N=CCCCC=Nc2ccc(OC(=O)NC3CC(C)(C)CC(C)(CNC(C)=O)C3)cc2)cc1,,0.35087282,,,
52868719,CCC(C)C(=O)OCCSCCCC#N,-58.0,0.38452978,0.18,1.085387972,12.35091595
53248904,CCCCCCCCCCCn1c(=O)c2cc3c(=O)n(C)c(=O)c3c(Br)c2c1=O,137.1087261,,,,
53311142,CCCOC(=O)CC(C)OC,-37.1,0.33475958,,,
53548350,CNc1ccc(-c2ccc(NC)c3c2CCCC3)cc1,,0.35475566,,,
53844809,CCC(C)(C)C(=O)OCCCCCCCC[n+]1ccc(N(C)C)cc1,,0.36783355,,,
53951865,CNc1c(O)c(N)c(N)c(O)c1NC,,0.31749993,,,
54084083,CCCCCC(C)CC,-45.5,,0.2583999999999999,0.771934125,12.37609961
