id,SMILES,Tg,FFV,Tc,Density,Rg
6645418,CCCCCCNC(=O)CCCCC(=O)NC,,0.3327408,0.327,,
6665789,CNc1cccc(C=Cc2ccc(NC(=O)c3cccc(C(C)=O)c3)cc2)c1,,0.35017075,,,
7586800,CC(=O)Nc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(-c7sc(-c8ccc(N9C(=O)c%10ccc(C)cc%10C9=O)cc8)c(-c8ccccc8)c7-c7ccccc7)cc5)C6=O)cc4)cc3)cc2)cc1,,0.38518992,,,
7687820,CCCCCCCCCCCCCCCCCCCNC(=O)NCCCCCCNC(=O)NC,,,0.383,,
8689461,CCC(C)CCCCCCCCCCCCCCCC,,0.40787312,0.375,,
8973725,CCC(C)CC(C)(C)CC,,,0.1863333333333333,,
9231170,CCC(C)CC,,,0.2253333333333333,,13.87291346
9284896,CO[Si](C)(C)CCCNC(=O)C(=O)NCCC[Si](C)(C)C,,0.38708542,,,
10061985,CCCCCCCCCCCN1C(=O)c2ccc(-c3ccc(-c4ccc5c(c4)C(=O)N(C)C5=O)cc3)cc2C1=O,,0.3487648,,,
10142210,CNC(C)C(=O)NCC(=O)NCC(C)=O,208.6397491,,,,
10557152,CC(C)=C(C)[Ge](C)(C)C,,0.39996108,,,
11301237,Cc1ccc(Oc2ccc(-c3nc4ccc(Oc5ccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N(c8ccc(Oc%10ccc%11nc(C)c(-c%12ccccc%12)nc%11c%10)cc8)C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)cc5)cc4nc3-c3ccccc3)cc2)cc1,,0.40256926,,,
11664621,COC(COC(C)=O)COC(C)C,,0.35338284,,,
11667291,CC(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(C(=O)c4ccc(N5C(=O)c6ccc(C)cc6C5=O)cc4)cc3)cc1)C2=O,,0.38083463,,,
11796436,CNc1cc2c(c(-c3ccccc3)c1NC)[C@@H](c1ccccc1)c1ccccc1-2,,0.37078536,,,
11894206,CCC(C)C(=O)Oc1ccccc1C,,0.35783052,0.1735,1.061864136,12.7374634
11955349,CC(=Nc1ccccc1)c1ccc(-c2ccc(C)cc2)cc1,,0.39901234,,,
12008966,CCC(C)c1ccc(C(C)(C)C)cc1,,,0.184,,
12265790,CCC(C)C(=O)OC(C)C,,0.36594213,,,
12381586,CCC(C)C(=O)OCCCCCCOc1ccc(-c2ccc(C#N)cc2)cc1,,0.35839221,,,
12395811,CC(=Cc1cc(OC)c(C=C(c2ccc(C)cc2)c2ccc(OC)cc2)cc1OC)c1ccc(OC)cc1,,0.37715059,,,
12627006,Cc1ccc(OCCN(CC)c2ccc(C(C#N)=C(C#N)C#N)cc2)c(-c2cc(-c3ccccc3)c3cc(Oc4ccc5nc(C)cc(-c6ccccc6)c5c4)ccc3n2)c1,,0.39541698,,,
12724819,CC=Cc1ccc2c(c1)Sc1cc(-c3ccc4c(c3)Sc3cc(C)ccc3N4c3ccc(OCCCCCCCCCCCC)cc3)ccc1N2c1ccc(OCCCCCCCCCCCC)cc1,,0.400601,,,
13021733,CO[Si](C)(CCCOCCOCCOCCOCCOC)CCCOCCOCCOCCOCCOC,,0.36551909,,,
13364814,CCCCP(C)(=O)CCCNC(=O)CCCCC(=O)NC,,0.33815952,,,
13630833,Cc1ccc2c(c1)C(=O)N(c1c(C)cc(Cc3cc(C)c(N4C(=O)c5ccc(C(C)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C(C)C)c3)cc1C(C)C)C2=O,,0.42131241,,,
13838538,CCCCCCCSSCCCCSSC,-41.26672381,,0.192,,
13850404,COC(=O)OCC(O)C(O)COC(=O)OC1COC2C(C)COC12,,0.29768641,,,
13874722,CCCCCCOCOC,,0.36424093,,,
15891916,Cc1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-c6nc(-c7cccc(-c8nc(C)c(-c9ccccc9)[nH]8)c7)[nH]c6-c6ccccc6)cc5)cc4)c3)cc2)cc1,,0.39177495,,,
15979280,COc1ccc(NC(=O)c2cc(NC(=O)CCCCCN3C(=O)c4ccccc4C3=O)cc(C(=O)Nc3ccc(C)cc3)c2)cc1,,0.33547772,,,
16364869,Cc1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C(C)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc(C(F)(F)F)c1)C2=O,,0.39841654,,,
16498242,CC=CCCCCCCCCC,-17.2820223,,,,
16855553,CCC(C)C(=O)Oc1ccccc1,,0.3539411,0.196,1.109388621,13.43533854
17114758,COc1ccc(Cc2ccc(OC(=O)c3ccc(C(C)(C)c4ccc(C(C)=O)cc4)cc3)cc2)cc1,,0.36534872,,,
17899555,CC=C(C)c1ccc(-n2c(=O)c3cc4c(=O)n(-c5ccc(C#C)cc5)c(=O)c4cc3c2=O)cc1,,0.37446752,,,
17943713,Cc1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)c(OCCCCCCOc3ccc(/C=C/c4ccc(F)cc4)cc3)c2)cc1OCCCCCCOc1ccc(/C=C/c2ccc(F)cc2)cc1,,0.36214283,,,
18227797,COc1ccc(CC(NC(=O)CCc2ccc(OC(=O)CCCCCCCCC(C)=O)cc2)C(=O)OCCCCCC)cc1,,0.35827772,,,
18308835,CO[Si](C)(C)c1ccc2ccc([Si](C)(C)C)cc2c1,,0.41603966,,,
18339242,CCC(C)C(=O)OC([2H])([2H])[2H],,0.32713966,,,
18520951,CCC(C)(C)C1C(=O)N(c2c(C)cccc2C)C(=O)C1C,,0.36567807,,,
18696710,CCC(O)COc1c(C)cc(S(=O)(=O)c2cc(C)c(OC)c(C)c2)cc1C,,0.36816578,,,
19277692,Cc1ccc(Oc2ccc(-c3cnc4ccc(Oc5ccc6nc(C)cnc6c5)cc4n3)cc2)cc1,,0.39336683,,,
19303052,CCC(C)(C)C(=O)OCc1cc(Cl)ccc1Cl,,0.36119278,,,
19522327,CCC(C)OC(=O)c1cccc(Br)c1,,0.37722551,,,
20039468,COc1ccc(-c2ccc(-c3ccc(Oc4ccc(C(=O)c5cccc(C(=O)c6ccc(C)cc6)c5)cc4)cc3)cc2)cc1,,0.36836692,,,
20273521,CCC(CN1C(=O)C2C3C=CC(C3)C2C1=O)OC,,0.34392035,,,
20627281,CNc1cc2ccccc2c(-c2cccc3ccccc23)c1NC,,0.35509262,,,
20883601,CCc1cc(C)c(CNC(=O)c2ccc(C(=O)NC)cc2)cc1C,,0.33875515,,,
21279513,COc1ccc(C2(c3ccc(OC4(F)C(C)(F)C(F)(F)C4(F)F)cc3)c3ccccc3-c3ccccc32)cc1,,0.38927007,,,
21520341,CC(=O)Nc1ccc(C2(c3ccc(N4C(=O)c5ccc(C)cc5C4=O)cc3)CCC(C)CC2)cc1,,0.37589597,,,
22184710,CCC(C)c1ccc(C(=O)OCCC)cc1,,0.37674615,,,
22597605,Cc1ccc(Oc2ccc(-c3nc4cc(-c5ccc6nc(-c7ccccc7)c(C)nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,,0.41714937,,,
22905078,CCC(C)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,,0.32506583,,,
22928574,CO[Sn](CCCC)(CCCC)OC(=O)/C=C/C(C)=O,,0.35027613,,,
22953969,COc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCCC(C)=O)cc2)cc1,,0.35595348,,,
23036398,Cc1ccc(S(=O)(=O)c2ccc(N3C(=O)C(C)C(SCCOCCSC4C(=O)N(c5ccc(S(=O)(=O)c6ccc(N7C(=O)CC(C)(SCCOCCSC8(C)CC(=O)N(C)C8=O)C7=O)cc6)cc5)C(=O)C4C)C3=O)cc2)cc1,,0.34421859,,,
23192453,CCC(C)S(C)(=O)=O,,,,1.293314518,20.99132259
23694396,CN=P(C)(Cl)Cl,,0.34644364,,,
23713841,CC(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(Oc9ccc(N%10C(=O)c%11ccc(C)cc%11C%10=O)cc9)cc8)cc6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,,0.36615689,,,
24351648,CNc1ccc(C2(c3ccc(NC)cc3)C=CCCC2)cc1,,0.34884686,,,
24969052,CCCCCCOC(=O)c1cccc(C(=O)OC)c1,,0.34539931,,,
24982830,Cc1ccc(NC(=O)CN2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(CC(=O)Nc4ccc(-c6nnc(C)o6)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,,0.35544781,,,
25581268,Cc1ccc(S(=O)(=O)c2ccc(N3C(=O)c4ccc(Oc5ccc(C(C)(C)c6ccc(Oc7ccc8c(c7)C(=O)N(C)C8=O)cc6)cc5)cc4C3=O)cc2)cc1,,0.37886829,,,
25596707,Cc1ccc(Oc2ccc(N3C(=O)c4cc(-c5ccc([Si](C)(C)C)cc5)c(-c5cc6c(cc5-c5ccc([Si](C)(C)C)cc5)C(=O)N(C)C6=O)cc4C3=O)cc2)cc1,,0.42813779,,,
25599707,Cc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(-c5nc(-c6cccc(-c7nc(C)c(-c8ccccc8)[nH]7)c6)[nH]c5-c5ccccc5)cc4)cc3)cc2)cc1,,0.40187067,,,
25748429,Cc1ccc(Cc2ccc(N3C(=O)C4CCC5C(=O)N(C)C(=O)C5C4C3=O)c(C)c2)cc1C,,0.38793304,,,
26299008,CCC(C)c1cc(C(C)C)ccc1C(C)C,,,0.1616666666666666,0.830463672,11.48207818
26367456,CNc1ccc(C[C@](CC)(CCC)c2ccc(N)c(C[C@](C=C)(CC)c3ccc(NC)cc3)c2)cc1,,0.35808156,,,
26995134,CNc1ccc(/C=C/c2ccc(NC)cc2)cc1,,0.34415534,,,
28121925,Cc1ccc(C(c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,,0.39361972,,,
28200504,CCCOC(=O)NCCCCCCNC(=O)OC,,0.32916214,,,
28479659,Cc1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(-c7ccc(Oc8ccc9c(c8)C(=O)N(C)C9=O)cc7)cc6)cc5C4=O)cc3)c2)cc1,,0.36156161,,,
29482987,CC(=C(C)c1ccc(Oc2ccccc2)cc1)c1ccccc1,,0.40046864,,,
29766304,CCC(C)(C)C(=O)Oc1ccc(C(=O)c2ccccc2)cc1,,0.35600022,,,
29881762,CCCCCCCN1C(=O)C(=O)N(C)C1=O,,0.31655437,,,
29928066,CCC(C)(C)C(=O)OCCn1c2ccccc2c2ccccc21,,0.35181885,,,
30582999,CCCCCCCCCCCOC(=O)c1ccc(C(=O)NCCNC(=O)c2ccc(C(=O)OC)cc2)cc1,4.250402609,,,,
30682090,Cc1ccc(C(C)(C)c2ccc(N3C(=O)c4ccc(Oc5ccc6cc(Oc7ccc8c(c7)C(=O)N(C)C8=O)ccc6c5)cc4C3=O)cc2)cc1,,0.38208553,,,
31430153,COC(COC(=O)Nc1ccc(Cc2ccc(NC(C)=O)cc2)cc1)c1ccco1,,0.34289328,,,
31529134,CC(=O)Nc1cccc(NC(=O)c2ccc(N3C(=O)c4ccc(C)cc4C3=O)cc2)c1,,0.33798245,,,
31841016,CCC(C)(C)C(=O)OCCOC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,,0.41138901,,,
32316139,CCCN(C)C(=O)c1cc(F)cc(F)c1F,,0.33952456,,,
32586958,CNC(NC)=C(N)/C(N)=N/C,,0.29714034,,,
34026248,CNc1ccc(Cc2ccc(NC(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C(C)=O)cc4)cc3)cc2)cc1,,0.36719294,,,
34042817,CCCCCCCOC(=O)c1cccc(C(=O)OC)c1,,0.34938247,,,
34234994,Cc1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(Oc4ccc(C(c5ccc(Oc6ccc(NC(=O)c7cccc(N8C(=O)c9ccc(C(C)(C(F)(F)F)C(F)(F)F)cc9C8=O)c7)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)c1)C2=O,,0.36162895,,,
34546505,COc1cccc(Oc2ccc(C(=O)c3ccc(P(=O)(c4ccccc4)c4ccc(C(=O)c5ccc(C)cc5)cc4)cc3)cc2)c1,,0.37794539,,,
35288312,Cc1ccc(C=Nc2ccc(C(c3ccccc3)c3ccc(N=Cc4ccc(-c5ccc(C)s5)cc4)cc3)cc2)cc1,,0.40126347,,,
35380876,Cc1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Oc7ccc(-c8nc9cc%10sc(C)nc%10cc9s8)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,,0.422749,,,
35399593,CN=P(C)(Oc1ccc(C)cc1)Oc1ccc(C)cc1,,0.39264145,,,
35822036,CCC1(C)CC(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(C)C5=O)cc3C2=O)CC(C)(C)C1,,0.36993749,,,
36217683,Cc1nc2cc3sc(-c4cc(OCCCCCC)c(C)cc4OCCCCCC)nc3cc2s1,168.5263131,,,,
36780446,COc1cc(CCCC)cc(OC(=O)c2cccc(C(C)=O)c2)c1,,0.36080704,,,
37511814,CNc1ccc2c(c1)c1ccccc1c1c(-c3ccc(CCCCC)cc3)c(NC)c(-c3ccc(CCCCC)cc3)cc21,,0.36461838,,,
37571918,CNc1cc2ccc3ccc4c(NC)cc5ccc6ccc1c1c6c5c4c3c21,,0.33562005,,,
37623475,CNc1ccc(-c2ccc(NC)c(-c3cccc(C)c3)c2-c2cccc(C)c2)cc1,,0.37320004,,,
37727451,CC(=O)Nc1ccc(C)cc1N1C(=O)CC(N2C(=O)c3ccc(C)cc3C2=O)C1=O,,0.34915334,,,
38112797,CNc1cc(C2CCCCC2)c2ccc3c(NC)c(-c4ccccc4)c(C4CCCCC4)c4c(-c5ccccc5)cc1c2c34,,0.39389056,,,
38228922,CC(=O)Nc1cccc(NC(=O)c2ccc3[nH]c(-c4cc(-c5nc6cc(C)ccc6[nH]5)cc(N5C(=O)c6ccccc6C5=O)c4)nc3c2)n1,,0.36599842,,,
38242048,C/C(F)=C(\F)C(F)(C(C)(F)F)C(F)(F)F,,,0.102,,
39109326,CCCN(CCOC(=O)NCC1(C)CC(NC(=O)OC)CC(C)(C)C1)c1ccc(N=Nc2ccc(P(=O)(c3ccccc3)c3ccccc3)cc2)cc1,,0.36633956,,,
40088405,Cc1ccc(C(c2ccccc2)c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)cc2)cc1,,0.39645555,,,
40146140,CC(=O)Nc1cc(NC(=O)c2ccc3c(c2)C(=O)N(c2cc(-c4nc5ccccc5o4)cc(N4C(=O)c5ccc(C)cc5C4=O)c2)C3=O)cc(-c2nc3ccccc3[nH]2)c1,,0.37477933,,,
40417262,CNc1ccc(Oc2cccc(NC)c2)cc1,,0.33227609,,,
40655089,CC(=O)Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(S(=O)(=O)c8ccc(Oc9ccc(N%10C(=O)c%11ccc(C)cc%11C%10=O)cc9)cc8)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,,0.36114325,,,
40953121,CC(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6ccc(C)c(N8C(=O)c9ccc(C)cc9C8=O)c6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,,0.37070669,,,
41386383,CCCCCCC(C)CCCCCC,,0.40628619,,0.797183169,16.82724961
41421570,Cc1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(Oc6ccc(N7C(=O)c8ccc(C(C)(C(F)(F)F)C(F)(F)F)cc8C7=O)cc6)cc5)n4)cc3)cc1)C2=O,,0.36563224,,,
41644742,COc1ccc(OC(=O)c2cc(OCCCCOCC3CCCN3c3ccc([N+](=O)[O-])cc3)c(C(C)=O)cc2OCCCCOCC2CCCN2c2ccc([N+](=O)[O-])cc2)cc1,,0.34909461,,,
41684723,COc1ccc(-c2cc(OCCCCCC)c(-c3ccc(OC(=O)c4ccc(C(C)=O)cc4)cc3)cc2OCCCCCC)cc1,81.55306128,,,,
41977066,CCC(C)(C)C(=O)NC(=O)Oc1c(Br)cc(S(=O)(=O)c2cc(Br)c(O)c(Br)c2)cc1Br,,0.37549639,0.109,,
42779237,Cc1cccc(OCCCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCCOc2cccc(-c3nnc(C)s3)c2)c1,35.51374296,,,,
43489811,CCCCNC(=O)c1ccc(C(=O)NCCCOC)cc1,,0.32981777,,,
43517583,CCC(C)c1ccc(C)c(C)c1,,,0.1905,,
44130721,COc1ccc(OC(=O)c2cccc(Sc3ccc(OC(=O)c4ccc(C(=O)Oc5ccc(Sc6cccc(C(C)=O)c6)cc5)cc4)cc3)c2)cc1C,,0.35931108,,,
44332410,CCC(C)CCCCCCC,,0.40501273,0.2669999999999999,0.7966448,10.79657738
45108843,CO[Si](C)(CCC(F)(F)F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[Si](C)(C)CCC(F)(F)F,,0.36246435,,,
45704443,COc1ccc(C(C)(C)c2ccc(Oc3ccc(C(=O)c4ccc(C(c5ccc(C(=O)c6ccc(C)cc6)cc5)(C(F)(F)F)C(F)(F)F)cc4)cc3)cc2)cc1,,0.3798743,,,
45818224,COC(F)(F)C(F)(F)C(C)(F)F,,0.2987695,,,
45908417,CC(=O)c1cccc(C(=O)N(C)c2ccccc2)c1,,0.38456711,,,
46067784,CCC(C)(C)C(=O)OCc1ccc2c(c1)c1ccccc1n2CCCC,,0.3630391,,,
46369100,CNc1ccccc1C(C)(c1ccccc1N)c1ccccc1NC,,0.35719832,,,
46473006,CC=CC1CC(C)C(C#N)(CCC)C1,,0.39981874,,,
46656995,CCC(C)CCCN(CC(C)C)CC(C)C,,,0.201,0.817146131,9.7283551
47046176,Cc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7cccc(Oc8ccc9c(c8)C(=O)N(C)C9=O)c7)cc6C5=O)cc4)cc3)cc2)cc1,,0.36207286,,,
48005195,CC=Nc1cccc(N=Cc2ccc(Sc3ccc(C)o3)o2)c1,122.5813993,,,,
48202315,Cc1ccc(Oc2ccc(Oc3ccc(P(=O)(c4ccccc4)c4ccc(Oc5ccc(Oc6ccc(-c7nc8cc9sc(C)nc9cc8s7)cc6)cc5)cc4)cc3)cc2)cc1,,0.40182864,,,
48308812,CCCCCCCNC(=O)C(=O)NC,,0.3220757,,,
48554956,Cc1ccc(NC=Nc2ccc(S(C)(=O)=O)cc2)cc1,,0.39082082,,,
48717962,CNc1ccc([C@](C)(c2ccccc2)c2cccc(NC)c2)cc1,,0.35081859,,,
49062920,CCCOCCOCCOC(=O)c1cc(N=Nc2ccc(OCC)cc2)ccc1-c1ccc(N=Nc2ccc(OCC)cc2)cc1C(=O)OC,,0.36389929,,,
49325830,CC(=O)c1ccc2c(c1)C(=O)N(c1ccc3c(c1)Cc1cc(N4C(=O)c5ccc(C)cc5C4=O)ccc1-3)C2=O,,0.38603498,,,
49367014,COc1cccc(C(=O)c2ccc(C)cc2)c1,,0.36502137,,,
49737348,Cc1ccc2c(c1)c1cc(C)ccc1n2CC,206.6525359,,,,
49886836,COc1ccc(C2(c3ccc(Oc4c(F)c(F)c(C(=O)c5c(F)c(F)c(C)c(F)c5F)c(F)c4F)cc3)c3ccccc3-c3ccccc32)cc1,,0.39033829,,,
50053709,CC(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(C)cc6C5=O)cc4C(F)(F)F)cc3)c1)C2=O,,0.37058659,,,
50438012,CCCCCCCCCCOC(=O)c1ccc(C(=O)NCCCCCNC(=O)c2ccc(C(=O)OC)cc2)cc1,,,0.315,,
51223278,CC(=O)Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc4c(c3)C(=O)N(c3cccc(N5C(=O)c6ccc(C)cc6C5=O)c3)C4=O)cc2)cc1,,0.3563254,,,
51367162,CC(=O)c1ccc2c(c1)C(=O)N(C1CCC(CC3CCC(N4C(=O)c5ccc(C)cc5C4=O)C(C)C3)CC1C)C2=O,,0.38365388,,,
51939851,Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-c5nnc(C)n5-c5ccccc5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,,0.38673273,,,
51976096,COc1ccc(CC(NC(=O)Cc2ccc(OC(=O)CC(C)CCC(C)=O)cc2)C(=O)OCCCCCCCC)cc1,,0.35062977,,,
52181246,C=C=C=C(COS(=O)(=O)c1ccc(OC)cc1)C(=C)COS(=O)(=O)c1ccc(OC)cc1,55.30555285,,,,
52357313,Cc1ccc(-c2ccc(C(C)(c3ccccc3)C(F)(F)F)cc2)cc1,,,0.233,1.06572076,19.28801766
52649125,COc1ccc(N=CCCCC=Nc2ccc(OC(=O)NC3CC(C)(C)CC(C)(CNC(C)=O)C3)cc2)cc1,,0.35087282,,,
52868719,CCC(C)C(=O)OCCSCCCC#N,,0.38452978,0.18,1.085387972,12.35091595
53248904,CCCCCCCCCCCn1c(=O)c2cc3c(=O)n(C)c(=O)c3c(Br)c2c1=O,137.1087261,,,,
53311142,CCCOC(=O)CC(C)OC,,0.33475958,,,
53548350,CNc1ccc(-c2ccc(NC)c3c2CCCC3)cc1,,0.35475566,,,
53844809,CCC(C)(C)C(=O)OCCCCCCCC[n+]1ccc(N(C)C)cc1,,0.36783355,,,
53951865,CNc1c(O)c(N)c(N)c(O)c1NC,,0.31749993,,,
54084083,CCC(C)CCCCC,,,0.2583999999999999,0.771934125,12.37609961
54206705,CC=C(C)C(CCCCCCC)[Si](C)(C)C,,0.41060554,,,
54625460,Cc1cccc(NC(=O)c2ccc(OCCOc3ccc(C(=O)Nc4ccc5[nH]c(C)nc5c4)cc3)cc2)c1,,0.35047536,,,
55326263,CC(=O)Nc1cccc(S(=O)(=O)c2cccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(-c5sc(-c6ccc(N7C(=O)c8ccc(C)cc8C7=O)cc6)c(-c6ccccc6)c5-c5ccccc5)cc3)C4=O)c2)c1,,0.38854979,,,
55400154,Cc1ccc(Cc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)c(C(C)(C)C)c2)cc1C(C)(C)C,,0.40159385,,,
